Delay_from_due_date;Num_of_Delayed_Payment;Num_Credit_Inquiries;Credit_History_Age;Age;Annual_Income;Num_Bank_Accounts;Num_Credit_Card;Interest_Rate;Num_of_Loan;Changed_Credit_Limit;Outstanding_Debt;Credit_Score
2.0;11.0;4.0;292.0;49.0;92041.02;3.0;7.0;7.0;0.0;11.45;590.95;Standard
2.0;11.0;4.0;293.0;49.0;92041.02;3.0;7.0;7.0;0.0;11.45;590.95;Standard
2.0;11.0;4.0;294.0;49.0;92041.02;3.0;7.0;7.0;0.0;11.45;590.95;Standard
5.0;9.0;1.0;212.0;36.0;40514.84;2.0;5.0;3.0;3.0;2.64;151.33;Standard
2.0;9.0;5.0;213.0;36.0;40514.84;2.0;5.0;3.0;3.0;2.64;151.33;Good
5.0;8.0;5.0;214.0;36.0;40514.84;2.0;5.0;3.0;3.0;2.64;151.33;Standard
5.0;7.0;5.0;215.0;36.0;40514.84;2.0;5.0;3.0;3.0;2.64;151.33;Good
5.0;6.0;5.0;216.0;36.0;40514.84;2.0;5.0;3.0;3.0;2.64;151.33;Good
5.0;6.0;5.0;217.0;36.0;40514.84;2.0;5.0;3.0;3.0;2.64;151.33;Good
5.0;8.0;5.0;218.0;36.0;40514.84;2.0;5.0;3.0;3.0;2.64;151.33;Good
5.0;7.0;5.0;219.0;36.0;40514.84;2.0;5.0;3.0;3.0;2.64;151.33;Good
5.0;7.0;4.0;310.0;55.0;60841.98;3.0;3.0;9.0;1.0;3.32;1064.4;Standard
3.0;8.0;7.0;311.0;55.0;60841.98;3.0;3.0;9.0;1.0;3.32;1064.4;Standard
5.0;7.0;7.0;312.0;55.0;60841.98;3.0;3.0;9.0;1.0;3.32;1064.4;Standard
3.0;7.0;7.0;313.0;55.0;60841.98;3.0;3.0;9.0;1.0;3.32;1064.4;Standard
3.0;7.0;7.0;314.0;55.0;60841.98;3.0;3.0;9.0;1.0;3.32;1064.4;Standard
3.0;5.0;7.0;315.0;55.0;60841.98;3.0;3.0;9.0;1.0;3.32;1064.4;Standard
6.0;7.0;7.0;316.0;55.0;60841.98;3.0;3.0;9.0;1.0;3.32;1064.4;Standard
3.0;7.0;7.0;317.0;55.0;60841.98;3.0;3.0;9.0;1.0;3.32;1064.4;Standard
15.0;12.0;2.0;297.0;30.0;12660.16;5.0;7.0;15.0;0.0;9.1;456.02;Standard
10.0;14.0;2.0;298.0;30.0;12660.16;5.0;7.0;15.0;0.0;9.1;456.02;Standard
10.0;14.0;2.0;299.0;30.0;12660.16;5.0;7.0;15.0;0.0;9.1;456.02;Standard
11.0;14.0;2.0;300.0;30.0;12660.16;5.0;7.0;15.0;0.0;9.1;456.02;Standard
7.0;14.0;2.0;300.0;30.0;12660.16;5.0;7.0;15.0;0.0;9.1;456.02;Standard
10.0;17.0;2.0;302.0;30.0;12660.16;5.0;7.0;15.0;0.0;9.1;456.02;Standard
15.0;14.0;2.0;303.0;30.0;12660.16;5.0;7.0;15.0;0.0;9.1;456.02;Poor
8.0;14.0;2.0;304.0;30.0;12660.16;5.0;7.0;15.0;0.0;9.1;456.02;Poor
29.0;11.0;5.0;297.0;43.0;46066.06;7.0;7.0;8.0;2.0;16.43;373.75;Standard
27.0;15.0;5.0;297.0;43.0;46066.06;7.0;7.0;8.0;2.0;16.43;373.75;Standard
30.0;13.0;5.0;299.0;43.0;46066.06;7.0;7.0;8.0;2.0;16.43;373.75;Standard
28.0;13.0;5.0;300.0;43.0;46066.06;7.0;7.0;8.0;2.0;16.43;373.75;Standard
29.0;13.0;5.0;301.0;43.0;46066.06;7.0;7.0;8.0;2.0;16.43;373.75;Standard
32.0;13.0;5.0;302.0;43.0;46066.06;7.0;7.0;8.0;2.0;16.43;373.75;Standard
31.0;13.0;5.0;303.0;43.0;46066.06;7.0;7.0;8.0;2.0;16.43;373.75;Standard
29.0;13.0;5.0;304.0;43.0;46066.06;7.0;7.0;8.0;2.0;16.43;373.75;Standard
6.0;6.0;3.0;394.0;49.0;97515.78;5.0;7.0;16.0;0.0;9.15;154.94;Standard
6.0;9.0;3.0;395.0;49.0;97515.78;5.0;7.0;16.0;0.0;9.15;154.94;Standard
6.0;9.0;5.0;396.0;49.0;97515.78;5.0;7.0;16.0;0.0;9.15;154.94;Standard
6.0;9.0;5.0;397.0;49.0;97515.78;5.0;7.0;16.0;0.0;9.15;154.94;Standard
6.0;9.0;5.0;397.0;49.0;97515.78;5.0;7.0;16.0;0.0;9.15;154.94;Standard
6.0;9.0;5.0;399.0;49.0;97515.78;5.0;7.0;16.0;0.0;9.15;154.94;Standard
8.0;9.0;5.0;400.0;49.0;97515.78;5.0;7.0;16.0;0.0;9.15;154.94;Standard
6.0;9.0;5.0;400.0;49.0;97515.78;5.0;7.0;16.0;0.0;9.15;154.94;Poor
22.0;24.0;9.0;58.0;39.0;69847.44;10.0;8.0;28.0;6.0;19.47;3413.05;Standard
20.0;24.0;9.0;59.0;39.0;69847.44;10.0;8.0;28.0;6.0;19.47;3413.05;Standard
22.0;24.0;9.0;60.0;39.0;69847.44;10.0;8.0;28.0;6.0;19.47;3413.05;Standard
22.0;24.0;9.0;61.0;39.0;69847.44;10.0;8.0;28.0;6.0;19.47;3413.05;Standard
22.0;25.0;9.0;62.0;39.0;69847.44;10.0;8.0;28.0;6.0;19.47;3413.05;Standard
22.0;24.0;14.0;63.0;39.0;69847.44;10.0;8.0;28.0;6.0;19.47;3413.05;Standard
22.0;24.0;14.0;64.0;39.0;69847.44;10.0;8.0;28.0;6.0;19.47;3413.05;Standard
22.0;26.0;14.0;65.0;39.0;69847.44;10.0;8.0;28.0;6.0;19.47;3413.05;Standard
15.0;0.0;1.0;226.0;22.0;124033.96;0.0;4.0;12.0;4.0;10.9;574.88;Good
16.0;0.0;1.0;227.0;22.0;124033.96;0.0;4.0;12.0;4.0;10.9;574.88;Good
12.0;0.0;1.0;228.0;22.0;124033.96;0.0;4.0;12.0;4.0;10.9;574.88;Good
10.0;0.0;1.0;229.0;22.0;124033.96;0.0;4.0;12.0;4.0;10.9;574.88;Standard
10.0;0.0;1.0;229.0;22.0;124033.96;0.0;4.0;12.0;4.0;10.9;574.88;Good
12.0;0.0;1.0;231.0;22.0;124033.96;0.0;4.0;12.0;4.0;10.9;574.88;Good
8.0;0.0;1.0;232.0;22.0;124033.96;0.0;4.0;12.0;4.0;10.9;574.88;Standard
12.0;3.0;1.0;232.0;22.0;124033.96;0.0;4.0;12.0;4.0;10.9;574.88;Standard
5.0;8.0;3.0;307.0;42.0;88778.4;3.0;7.0;8.0;4.0;4.17;44.85;Standard
5.0;10.0;3.0;308.0;42.0;88778.4;3.0;7.0;8.0;4.0;4.17;44.85;Standard
5.0;12.0;3.0;309.0;42.0;88778.4;3.0;7.0;8.0;4.0;4.17;44.85;Standard
0.0;7.0;3.0;310.0;42.0;88778.4;3.0;7.0;8.0;4.0;4.17;44.85;Standard
0.0;10.0;3.0;311.0;42.0;88778.4;3.0;7.0;8.0;4.0;4.17;44.85;Standard
5.0;10.0;8.0;312.0;42.0;88778.4;3.0;7.0;8.0;4.0;4.17;44.85;Standard
7.0;8.0;8.0;313.0;42.0;88778.4;3.0;7.0;8.0;4.0;4.17;44.85;Standard
10.0;8.0;8.0;314.0;42.0;88778.4;3.0;7.0;8.0;4.0;4.17;44.85;Standard
25.0;14.0;1.0;214.0;26.0;36901.31;8.0;5.0;18.0;1.0;5.2;100.36;Standard
25.0;14.0;1.0;215.0;26.0;36901.31;8.0;5.0;18.0;1.0;5.2;100.36;Standard
25.0;14.0;1.0;216.0;26.0;36901.31;8.0;5.0;18.0;1.0;5.2;100.36;Standard
25.0;13.0;3.0;217.0;26.0;36901.31;8.0;5.0;18.0;1.0;5.2;100.36;Standard
25.0;14.0;3.0;218.0;26.0;36901.31;8.0;5.0;18.0;1.0;5.2;100.36;Standard
25.0;14.0;3.0;219.0;26.0;36901.31;8.0;5.0;18.0;1.0;5.2;100.36;Standard
20.0;11.0;3.0;220.0;26.0;36901.31;8.0;5.0;18.0;1.0;5.2;100.36;Good
25.0;14.0;3.0;221.0;26.0;36901.31;8.0;5.0;18.0;1.0;5.2;100.36;Good
28.0;20.0;3.0;382.0;56.0;30594.51;3.0;3.0;20.0;3.0;8.57;1277.91;Standard
28.0;20.0;3.0;383.0;56.0;30594.51;3.0;3.0;20.0;3.0;8.57;1277.91;Standard
28.0;20.0;3.0;384.0;56.0;30594.51;3.0;3.0;20.0;3.0;8.57;1277.91;Standard
28.0;21.0;3.0;385.0;56.0;30594.51;3.0;3.0;20.0;3.0;8.57;1277.91;Standard
28.0;17.0;3.0;386.0;56.0;30594.51;3.0;3.0;20.0;3.0;8.57;1277.91;Standard
30.0;20.0;3.0;387.0;56.0;30594.51;3.0;3.0;20.0;3.0;8.57;1277.91;Standard
31.0;20.0;3.0;388.0;56.0;30594.51;3.0;3.0;20.0;3.0;8.57;1277.91;Standard
28.0;23.0;3.0;389.0;56.0;30594.51;3.0;3.0;20.0;3.0;8.57;1277.91;Standard
14.0;4.0;2.0;388.0;32.0;79837.02;2.0;7.0;10.0;1.0;8.72;585.77;Standard
14.0;5.0;2.0;388.0;32.0;79837.02;2.0;7.0;10.0;1.0;8.72;585.77;Poor
18.0;5.0;2.0;389.0;32.0;79837.02;2.0;7.0;10.0;1.0;8.72;585.77;Poor
14.0;5.0;2.0;390.0;32.0;79837.02;2.0;7.0;10.0;1.0;8.72;585.77;Poor
14.0;7.0;2.0;391.0;32.0;79837.02;2.0;7.0;10.0;1.0;8.72;585.77;Standard
14.0;5.0;2.0;392.0;32.0;79837.02;2.0;7.0;10.0;1.0;8.72;585.77;Poor
14.0;5.0;2.0;393.0;32.0;79837.02;2.0;7.0;10.0;1.0;8.72;585.77;Poor
14.0;5.0;4.0;394.0;32.0;79837.02;2.0;7.0;10.0;1.0;8.72;585.77;Standard
6.0;8.0;1.0;236.0;22.0;82093.52;8.0;5.0;6.0;4.0;3.4;825.25;Standard
9.0;8.0;1.0;237.0;22.0;82093.52;8.0;5.0;6.0;4.0;3.4;825.25;Standard
5.0;8.0;1.0;238.0;22.0;82093.52;8.0;5.0;6.0;4.0;3.4;825.25;Standard
5.0;8.0;1.0;239.0;22.0;82093.52;8.0;5.0;6.0;4.0;3.4;825.25;Standard
3.0;11.0;1.0;240.0;22.0;82093.52;8.0;5.0;6.0;4.0;3.4;825.25;Standard
5.0;8.0;1.0;241.0;22.0;82093.52;8.0;5.0;6.0;4.0;3.4;825.25;Standard
7.0;8.0;1.0;242.0;22.0;82093.52;8.0;5.0;6.0;4.0;3.4;825.25;Standard
6.0;8.0;1.0;243.0;22.0;82093.52;8.0;5.0;6.0;4.0;3.4;825.25;Standard
38.0;16.0;8.0;111.0;28.0;38073.6;10.0;6.0;20.0;5.0;10.79;1644.31;Poor
38.0;18.0;8.0;112.0;28.0;38073.6;10.0;6.0;20.0;5.0;10.79;1644.31;Standard
36.0;16.0;8.0;113.0;28.0;38073.6;10.0;6.0;20.0;5.0;10.79;1644.31;Poor
36.0;16.0;8.0;114.0;28.0;38073.6;10.0;6.0;20.0;5.0;10.79;1644.31;Standard
38.0;14.0;8.0;115.0;28.0;38073.6;10.0;6.0;20.0;5.0;10.79;1644.31;Standard
36.0;16.0;8.0;116.0;28.0;38073.6;10.0;6.0;20.0;5.0;10.79;1644.31;Poor
41.0;16.0;9.0;117.0;28.0;38073.6;10.0;6.0;20.0;5.0;10.79;1644.31;Poor
38.0;18.0;9.0;118.0;28.0;38073.6;10.0;6.0;20.0;5.0;10.79;1644.31;Poor
63.0;17.0;9.0;219.0;16.0;9889575,00;10.0;10.0;17.0;2.0;19.27;2142.54;Poor
60.0;15.0;9.0;220.0;16.0;9889575,00;10.0;10.0;17.0;2.0;19.27;2142.54;Poor
61.0;15.0;9.0;221.0;16.0;9889575,00;10.0;10.0;17.0;2.0;19.27;2142.54;Poor
60.0;15.0;9.0;222.0;16.0;9889575,00;10.0;10.0;17.0;2.0;19.27;2142.54;Poor
60.0;15.0;11.0;223.0;16.0;9889575,00;10.0;10.0;17.0;2.0;19.27;2142.54;Standard
55.0;15.0;11.0;224.0;16.0;9889575,00;10.0;10.0;17.0;2.0;19.27;2142.54;Standard
63.0;15.0;11.0;225.0;16.0;9889575,00;10.0;10.0;17.0;2.0;19.27;2142.54;Poor
60.0;15.0;11.0;226.0;16.0;9889575,00;10.0;10.0;17.0;2.0;19.27;2142.54;Poor
18.0;25.0;10.0;25.0;17.0;29840.22;8.0;9.0;29.0;7.0;27.19;2716.57;Poor
18.0;25.0;10.0;26.0;17.0;29840.22;8.0;9.0;29.0;7.0;27.19;2716.57;Poor
15.0;22.0;10.0;27.0;17.0;29840.22;8.0;9.0;29.0;7.0;27.19;2716.57;Poor
18.0;25.0;10.0;28.0;17.0;29840.22;8.0;9.0;29.0;7.0;27.19;2716.57;Standard
20.0;25.0;10.0;29.0;17.0;29840.22;8.0;9.0;29.0;7.0;27.19;2716.57;Poor
18.0;23.0;10.0;30.0;17.0;29840.22;8.0;9.0;29.0;7.0;27.19;2716.57;Poor
18.0;25.0;10.0;31.0;17.0;29840.22;8.0;9.0;29.0;7.0;27.19;2716.57;Poor
17.0;25.0;10.0;32.0;17.0;29840.22;8.0;9.0;29.0;7.0;27.19;2716.57;Poor
9.0;19.0;3.0;328.0;55.0;28836.92;6.0;3.0;6.0;0.0;10.82;1224.88;Standard
5.0;19.0;3.0;329.0;55.0;28836.92;6.0;3.0;6.0;0.0;10.82;1224.88;Good
5.0;19.0;3.0;330.0;55.0;28836.92;6.0;3.0;6.0;0.0;10.82;1224.88;Standard
10.0;19.0;3.0;331.0;55.0;28836.92;6.0;3.0;6.0;0.0;10.82;1224.88;Good
5.0;17.0;3.0;332.0;55.0;28836.92;6.0;3.0;6.0;0.0;10.82;1224.88;Good
5.0;19.0;5.0;333.0;55.0;28836.92;6.0;3.0;6.0;0.0;10.82;1224.88;Good
4.0;16.0;5.0;334.0;55.0;28836.92;6.0;3.0;6.0;0.0;10.82;1224.88;Good
5.0;19.0;5.0;335.0;55.0;28836.92;6.0;3.0;6.0;0.0;10.82;1224.88;Good
7.0;13.0;5.0;206.0;29.0;110575.72;7.0;3.0;6.0;7.0;18.53;788.59;Standard
7.0;14.0;10.0;207.0;29.0;110575.72;7.0;3.0;6.0;7.0;18.53;788.59;Standard
7.0;14.0;10.0;208.0;29.0;110575.72;7.0;3.0;6.0;7.0;18.53;788.59;Standard
7.0;14.0;10.0;209.0;29.0;110575.72;7.0;3.0;6.0;7.0;18.53;788.59;Standard
3.0;14.0;10.0;210.0;29.0;110575.72;7.0;3.0;6.0;7.0;18.53;788.59;Standard
7.0;13.0;10.0;211.0;29.0;110575.72;7.0;3.0;6.0;7.0;18.53;788.59;Standard
7.0;13.0;10.0;212.0;29.0;110575.72;7.0;3.0;6.0;7.0;18.53;788.59;Standard
10.0;13.0;10.0;213.0;29.0;110575.72;7.0;3.0;6.0;7.0;18.53;788.59;Standard
27.0;15.0;5.0;225.0;26.0;146351.36;6.0;7.0;20.0;4.0;7.56;501.57;Standard
25.0;15.0;5.0;226.0;26.0;146351.36;6.0;7.0;20.0;4.0;7.56;501.57;Standard
27.0;15.0;5.0;227.0;26.0;146351.36;6.0;7.0;20.0;4.0;7.56;501.57;Standard
25.0;16.0;5.0;228.0;26.0;146351.36;6.0;7.0;20.0;4.0;7.56;501.57;Standard
25.0;15.0;5.0;229.0;26.0;146351.36;6.0;7.0;20.0;4.0;7.56;501.57;Standard
25.0;15.0;5.0;230.0;26.0;146351.36;6.0;7.0;20.0;4.0;7.56;501.57;Standard
25.0;15.0;5.0;231.0;26.0;146351.36;6.0;7.0;20.0;4.0;7.56;501.57;Standard
29.0;15.0;5.0;232.0;26.0;146351.36;6.0;7.0;20.0;4.0;7.56;501.57;Standard
16.0;18.0;0.0;387.0;49.0;25877.95;7.0;3.0;12.0;1.0;7.43;1111.34;Standard
11.0;18.0;0.0;388.0;49.0;25877.95;7.0;3.0;12.0;1.0;7.43;1111.34;Standard
11.0;16.0;0.0;389.0;49.0;25877.95;7.0;3.0;12.0;1.0;7.43;1111.34;Standard
13.0;18.0;0.0;390.0;49.0;25877.95;7.0;3.0;12.0;1.0;7.43;1111.34;Standard
11.0;18.0;0.0;391.0;49.0;25877.95;7.0;3.0;12.0;1.0;7.43;1111.34;Standard
11.0;18.0;0.0;392.0;49.0;25877.95;7.0;3.0;12.0;1.0;7.43;1111.34;Standard
10.0;19.0;0.0;393.0;49.0;25877.95;7.0;3.0;12.0;1.0;7.43;1111.34;Poor
11.0;20.0;0.0;393.0;49.0;25877.95;7.0;3.0;12.0;1.0;7.43;1111.34;Poor
26.0;11.0;0.0;245.0;39.0;86290.14;4.0;3.0;8.0;3.0;4.53;841.82;Standard
26.0;8.0;0.0;246.0;39.0;86290.14;4.0;3.0;8.0;3.0;4.53;841.82;Standard
24.0;5.0;0.0;246.0;39.0;86290.14;4.0;3.0;8.0;3.0;4.53;841.82;Standard
26.0;8.0;0.0;248.0;39.0;86290.14;4.0;3.0;8.0;3.0;4.53;841.82;Standard
26.0;8.0;0.0;248.0;39.0;86290.14;4.0;3.0;8.0;3.0;4.53;841.82;Standard
29.0;8.0;2.0;250.0;39.0;86290.14;4.0;3.0;8.0;3.0;4.53;841.82;Standard
26.0;8.0;2.0;251.0;39.0;86290.14;4.0;3.0;8.0;3.0;4.53;841.82;Standard
26.0;5.0;2.0;252.0;39.0;86290.14;4.0;3.0;8.0;3.0;4.53;841.82;Standard
1.0;1.0;4.0;245.0;51.0;29044.29;5.0;6.0;12.0;0.0;4.69;1078.8;Standard
1.0;1.0;4.0;246.0;51.0;29044.29;5.0;6.0;12.0;0.0;4.69;1078.8;Good
3.0;1.0;4.0;246.0;51.0;29044.29;5.0;6.0;12.0;0.0;4.69;1078.8;Good
5.0;1.0;4.0;248.0;51.0;29044.29;5.0;6.0;12.0;0.0;4.69;1078.8;Good
1.0;1.0;4.0;249.0;51.0;29044.29;5.0;6.0;12.0;0.0;4.69;1078.8;Good
1.0;1.0;4.0;250.0;51.0;29044.29;5.0;6.0;12.0;0.0;4.69;1078.8;Good
1.0;4.0;4.0;251.0;51.0;29044.29;5.0;6.0;12.0;0.0;4.69;1078.8;Standard
4.0;2.0;4.0;252.0;51.0;29044.29;5.0;6.0;12.0;0.0;4.69;1078.8;Standard
12.0;16.0;6.0;128.0;20.0;30783.88;5.0;6.0;16.0;2.0;18.73;960.38;Standard
15.0;16.0;6.0;129.0;20.0;30783.88;5.0;6.0;16.0;2.0;18.73;960.38;Standard
12.0;16.0;6.0;130.0;20.0;30783.88;5.0;6.0;16.0;2.0;18.73;960.38;Standard
12.0;16.0;6.0;130.0;20.0;30783.88;5.0;6.0;16.0;2.0;18.73;960.38;Standard
14.0;16.0;6.0;132.0;20.0;30783.88;5.0;6.0;16.0;2.0;18.73;960.38;Standard
15.0;16.0;6.0;133.0;20.0;30783.88;5.0;6.0;16.0;2.0;18.73;960.38;Standard
12.0;16.0;6.0;134.0;20.0;30783.88;5.0;6.0;16.0;2.0;18.73;960.38;Standard
12.0;16.0;6.0;135.0;20.0;30783.88;5.0;6.0;16.0;2.0;18.73;960.38;Standard
32.0;14.0;8.0;7.0;45.0;18759.61;8.0;6.0;34.0;9.0;29.97;4983.86;Poor
32.0;20.0;8.0;8.0;45.0;18759.61;8.0;6.0;34.0;9.0;29.97;4983.86;Poor
32.0;17.0;8.0;9.0;45.0;18759.61;8.0;6.0;34.0;9.0;29.97;4983.86;Poor
27.0;17.0;10.0;10.0;45.0;18759.61;8.0;6.0;34.0;9.0;29.97;4983.86;Poor
31.0;17.0;10.0;11.0;45.0;18759.61;8.0;6.0;34.0;9.0;29.97;4983.86;Poor
32.0;16.0;10.0;12.0;45.0;18759.61;8.0;6.0;34.0;9.0;29.97;4983.86;Poor
32.0;16.0;10.0;13.0;45.0;18759.61;8.0;6.0;34.0;9.0;29.97;4983.86;Poor
32.0;18.0;10.0;14.0;45.0;18759.61;8.0;6.0;34.0;9.0;29.97;4983.86;Poor
23.0;20.0;12.0;154.0;37.0;20651.43;10.0;5.0;22.0;4.0;7.98;2037.64;Poor
23.0;20.0;12.0;155.0;37.0;20651.43;10.0;5.0;22.0;4.0;7.98;2037.64;Poor
23.0;20.0;12.0;156.0;37.0;20651.43;10.0;5.0;22.0;4.0;7.98;2037.64;Poor
23.0;20.0;12.0;156.0;37.0;20651.43;10.0;5.0;22.0;4.0;7.98;2037.64;Standard
23.0;19.0;12.0;158.0;37.0;20651.43;10.0;5.0;22.0;4.0;7.98;2037.64;Poor
23.0;20.0;12.0;159.0;37.0;20651.43;10.0;5.0;22.0;4.0;7.98;2037.64;Poor
23.0;20.0;12.0;159.0;37.0;20651.43;10.0;5.0;22.0;4.0;7.98;2037.64;Poor
23.0;20.0;12.0;161.0;37.0;20651.43;10.0;5.0;22.0;4.0;7.98;2037.64;Poor
37.0;16.0;8.0;2.0;36.0;81497.12;7.0;6.0;32.0;6.0;5.8;3056.29;Poor
37.0;16.0;8.0;3.0;36.0;81497.12;7.0;6.0;32.0;6.0;5.8;3056.29;Poor
41.0;13.0;8.0;4.0;36.0;81497.12;7.0;6.0;32.0;6.0;5.8;3056.29;Standard
38.0;16.0;8.0;5.0;36.0;81497.12;7.0;6.0;32.0;6.0;5.8;3056.29;Standard
37.0;17.0;8.0;6.0;36.0;81497.12;7.0;6.0;32.0;6.0;5.8;3056.29;Poor
37.0;16.0;8.0;7.0;36.0;81497.12;7.0;6.0;32.0;6.0;5.8;3056.29;Poor
37.0;15.0;8.0;8.0;36.0;81497.12;7.0;6.0;32.0;6.0;5.8;3056.29;Poor
37.0;16.0;8.0;9.0;36.0;81497.12;7.0;6.0;32.0;6.0;5.8;3056.29;Poor
8.0;8.0;0.0;206.0;43.0;35205.24;3.0;7.0;6.0;1.0;4.85;851.4;Standard
8.0;8.0;0.0;207.0;43.0;35205.24;3.0;7.0;6.0;1.0;4.85;851.4;Standard
8.0;5.0;0.0;208.0;43.0;35205.24;3.0;7.0;6.0;1.0;4.85;851.4;Standard
8.0;5.0;0.0;209.0;43.0;35205.24;3.0;7.0;6.0;1.0;4.85;851.4;Standard
8.0;8.0;0.0;210.0;43.0;35205.24;3.0;7.0;6.0;1.0;4.85;851.4;Standard
8.0;5.0;0.0;211.0;43.0;35205.24;3.0;7.0;6.0;1.0;4.85;851.4;Standard
13.0;5.0;5.0;212.0;43.0;35205.24;3.0;7.0;6.0;1.0;4.85;851.4;Standard
8.0;5.0;5.0;213.0;43.0;35205.24;3.0;7.0;6.0;1.0;4.85;851.4;Standard
26.0;17.0;5.0;230.0;27.0;121948.8;7.0;3.0;7.0;2.0;13.56;514.91;Standard
26.0;16.0;5.0;231.0;27.0;121948.8;7.0;3.0;7.0;2.0;13.56;514.91;Standard
26.0;14.0;5.0;232.0;27.0;121948.8;7.0;3.0;7.0;2.0;13.56;514.91;Standard
26.0;16.0;5.0;233.0;27.0;121948.8;7.0;3.0;7.0;2.0;13.56;514.91;Poor
26.0;17.0;9.0;234.0;27.0;121948.8;7.0;3.0;7.0;2.0;13.56;514.91;Poor
24.0;17.0;9.0;235.0;27.0;121948.8;7.0;3.0;7.0;2.0;13.56;514.91;Poor
31.0;17.0;9.0;236.0;27.0;121948.8;7.0;3.0;7.0;2.0;13.56;514.91;Poor
26.0;20.0;9.0;237.0;27.0;121948.8;7.0;3.0;7.0;2.0;13.56;514.91;Poor
12.0;10.0;1.0;275.0;46.0;82065.16;5.0;5.0;3.0;3.0;5.55;106.83;Good
12.0;9.0;1.0;276.0;46.0;82065.16;5.0;5.0;3.0;3.0;5.55;106.83;Good
14.0;10.0;1.0;277.0;46.0;82065.16;5.0;5.0;3.0;3.0;5.55;106.83;Good
8.0;10.0;1.0;277.0;46.0;82065.16;5.0;5.0;3.0;3.0;5.55;106.83;Good
12.0;9.0;1.0;279.0;46.0;82065.16;5.0;5.0;3.0;3.0;5.55;106.83;Good
12.0;10.0;6.0;280.0;46.0;82065.16;5.0;5.0;3.0;3.0;5.55;106.83;Standard
12.0;10.0;6.0;281.0;46.0;82065.16;5.0;5.0;3.0;3.0;5.55;106.83;Good
9.0;10.0;6.0;282.0;46.0;82065.16;5.0;5.0;3.0;3.0;5.55;106.83;Good
6.0;4.0;4.0;305.0;26.0;39564.52;1.0;6.0;1.0;1.0;2.72;253.96;Standard
6.0;4.0;4.0;305.0;26.0;39564.52;1.0;6.0;1.0;1.0;2.72;253.96;Standard
3.0;2.0;8.0;307.0;26.0;39564.52;1.0;6.0;1.0;1.0;2.72;253.96;Standard
4.0;2.0;8.0;308.0;26.0;39564.52;1.0;6.0;1.0;1.0;2.72;253.96;Standard
6.0;4.0;8.0;309.0;26.0;39564.52;1.0;6.0;1.0;1.0;2.72;253.96;Standard
8.0;1.0;8.0;310.0;26.0;39564.52;1.0;6.0;1.0;1.0;2.72;253.96;Standard
3.0;4.0;8.0;311.0;26.0;39564.52;1.0;6.0;1.0;1.0;2.72;253.96;Good
6.0;4.0;8.0;311.0;26.0;39564.52;1.0;6.0;1.0;1.0;2.72;253.96;Good
10.0;0.0;1.0;281.0;25.0;86468.68;3.0;5.0;1.0;4.0;2.69;212.49;Good
10.0;0.0;1.0;282.0;25.0;86468.68;3.0;5.0;1.0;4.0;2.69;212.49;Good
10.0;0.0;1.0;283.0;25.0;86468.68;3.0;5.0;1.0;4.0;2.69;212.49;Good
10.0;0.0;1.0;284.0;25.0;86468.68;3.0;5.0;1.0;4.0;2.69;212.49;Standard
10.0;0.0;1.0;285.0;25.0;86468.68;3.0;5.0;1.0;4.0;2.69;212.49;Good
10.0;0.0;1.0;286.0;25.0;86468.68;3.0;5.0;1.0;4.0;2.69;212.49;Good
10.0;0.0;3.0;287.0;25.0;86468.68;3.0;5.0;1.0;4.0;2.69;212.49;Standard
10.0;0.0;3.0;288.0;25.0;86468.68;3.0;5.0;1.0;4.0;2.69;212.49;Standard
23.0;0.0;2.0;260.0;47.0;124052.22;2.0;6.0;2.0;3.0;11.31;330.83;Standard
23.0;1.0;2.0;260.0;47.0;124052.22;2.0;6.0;2.0;3.0;11.31;330.83;Poor
23.0;1.0;2.0;262.0;47.0;124052.22;2.0;6.0;2.0;3.0;11.31;330.83;Poor
23.0;3.0;4.0;263.0;47.0;124052.22;2.0;6.0;2.0;3.0;11.31;330.83;Poor
23.0;2.0;4.0;264.0;47.0;124052.22;2.0;6.0;2.0;3.0;11.31;330.83;Poor
23.0;1.0;4.0;265.0;47.0;124052.22;2.0;6.0;2.0;3.0;11.31;330.83;Poor
23.0;0.0;4.0;266.0;47.0;124052.22;2.0;6.0;2.0;3.0;11.31;330.83;Poor
23.0;3.0;4.0;267.0;47.0;124052.22;2.0;6.0;2.0;3.0;11.31;330.83;Poor
31.0;8.0;10.0;230.0;45.0;45421.38;4.0;10.0;17.0;2.0;16.34;2632.69;Poor
27.0;9.0;10.0;231.0;45.0;45421.38;4.0;10.0;17.0;2.0;16.34;2632.69;Poor
27.0;11.0;10.0;232.0;45.0;45421.38;4.0;10.0;17.0;2.0;16.34;2632.69;Poor
27.0;8.0;10.0;233.0;45.0;45421.38;4.0;10.0;17.0;2.0;16.34;2632.69;Poor
27.0;8.0;12.0;234.0;45.0;45421.38;4.0;10.0;17.0;2.0;16.34;2632.69;Poor
22.0;9.0;12.0;234.0;45.0;45421.38;4.0;10.0;17.0;2.0;16.34;2632.69;Poor
27.0;8.0;12.0;236.0;45.0;45421.38;4.0;10.0;17.0;2.0;16.34;2632.69;Poor
27.0;8.0;12.0;236.0;45.0;45421.38;4.0;10.0;17.0;2.0;16.34;2632.69;Standard
30.0;9.0;4.0;321.0;26.0;20821.8;5.0;6.0;9.0;2.0;6.23;1485.97;Poor
